address,name,lat,lng,placement,racks,spaces
1760 MARKET ST,Rebel Bar,37.772544, -122.423102,SIDEWALK,1,2
59 30TH ST,Stefano's Restaurant,37.742111, -122.423092,SIDEWALK,1,2
1821 SACRAMENTO ST,Alcholics Anonymous,37.790817, -122.422995,SIDEWALK,1,2
3141 16TH ST,Monk's Kettle,37.764631, -122.422973,SIDEWALK,1,2
1477 VAN NESS AVE,,37.789050, -122.422956,SIDEWALK,1,2
1001 GUERRERO ST,Beast and the Hare,37.754941, -122.422930,SIDEWALK,1,2
3394 22ND ST,Lone Palm Cocktail Bar,37.75539777, -122.42292181,SIDEWALK,1,2
3456 MISSION ST,El Ahorro,37.741458, -122.422902,SIDEWALK,1,2
688 SAN JOSE AVE,,37.744182, -122.422896,SIDEWALK,1,2
8 VALENCIA ST,Mission Bubbles / Verve Coffee,37.771874, -122.422866,SIDEWALK,2,4
170 VALENCIA ST,Baha'i Faith,37.770431, -122.422848,SIDEWALK,1,2
1400 GUERRERO ST,,37.748621, -122.422844,SIDEWALK,1,2
3385 22ND ST,Hazel & Gertie's Store,37.754948, -122.422801,SIDEWALK,1,2
460 GOUGH ST,Welcome Stranger,37.777604, -122.422764,SIDEWALK,1,2
399 GROVE ST,Boxing Room,37.777604, -122.422764,SIDEWALK,1,2
385 GROVE ST,,37.777604, -122.422764,SIDEWALK,1,2
399 GROVE ST,Boxing Room,37.777604, -122.422764,SIDEWALK,1,2
399 GROVE ST,Boxing Room,37.777604, -122.422764,SIDEWALK,2,4
3438 MISSION ST,Cafe St. Jorge,37.741668, -122.422726,SIDEWALK,1,2
3438 MISSION ST,Cafe St. Jorge,37.741668, -122.422726,SIDEWALK,1,2
417 14TH ST,Asta Yoga,37.767842, -122.422709,SIDEWALK,2,4
372 HAYES ST,multiple,37.777141, -122.422689,SIDEWALK,1,2
396 HAYES ST,,37.777141, -122.422689,SIDEWALK,1,2
334 GOUGH ST,Bibliohead Bookstore,37.776659, -122.422669,SIDEWALK,1,2
300 GOUGH ST,Walgreens,37.776104, -122.422666,SIDEWALK,1,2
3135 16TH ST,Sam's Shoe Service,37.764650, -122.422665,SIDEWALK,1,2
1546 GUERRERO ST,,37.746483, -122.422663,SIDEWALK,1,2
214 VALENCIA ST,"Andrew Lesko, DC",37.769548, -122.422633,SIDEWALK,1,2
220 VALENCIA ST,SF Community Acupunture,37.769443, -122.422623,SIDEWALK,1,2
1201 GUERRERO ST,Watermelon Sugar Salon,37.751836, -122.422620,SIDEWALK,1,2
228 VALENCIA ST,Fix Studios,37.769337, -122.422613,SIDEWALK,1,2
3122 16TH ST,Pork Store Cafe,37.765125, -122.422612,SIDEWALK,1,2
3376 22ND ST,Avantguard Locksmith,37.75545192, -122.42257142,SIDEWALK,1,2
1660 PACIFIC AVE,TRX Training Centers,37.79515680, -122.42256910,SIDEWALK,1,2
260 VALENCIA ST,Pauline's Pizza,37.768654, -122.422565,SIDEWALK,1,2
2323 POLK ST,,37.798223, -122.422532,SIDEWALK,1,2
298 VALENCIA ST,Carlin's Cafe,37.768304, -122.422531,SIDEWALK,1,2
360 GROVE ST,Performing Arts Garage,37.778180, -122.422523,GARAGE,6,12
1600 GUERRERO ST,New Alternatives Cafe,37.745435, -122.422521,SIDEWALK,1,2
302 VALENCIA ST,The Skunk Funk,37.767855, -122.422484,SIDEWALK,1,2
304 VALENCIA ST,Glama Rama,37.767855, -122.422484,SIDEWALK,2,4
474 VALENCIA ST,Centro del Pueblo,37.765409, -122.422417,SIDEWALK,1,2
3117 16TH ST,Roxie Theater,37.764623, -122.422415,SIDEWALK,1,2
3125 16TH ST,Little Roxie Cinema,37.76462344, -122.42241452,SIDEWALK,1,2
400 VALENCIA ST,Little Star Pizza,37.766378, -122.422413,SIDEWALK,2,4
159 LINDA ST,Mission Pool,37.75930484, -122.42238751,SIDEWALK,1,2
3555 19TH ST,Mission Playground ,37.759305, -122.422388,PARCEL,1,2
159 LINDA ST,Mission Pool,37.75930484, -122.42238751,SIDEWALK,1,2
2239 POLK ST,Greens Sports Bar,37.797548, -122.422361,SIDEWALK,1,2
2239 POLK ST,Greens Sports Bar,37.797548, -122.422361,SIDEWALK,1,2
182 GOUGH ST,Dawa Advanced Medical Clinic,37.774870, -122.422356,SIDEWALK,1,2
3471 MISSION ST,Angkor Borei,37.741203, -122.422342,SIDEWALK,1,2
1320 SUTTER ST,,37.787741, -122.422309,SIDEWALK,1,2
1303 VAN NESS AVE,,37.787741, -122.422309,SIDEWALK,1,2
2227 POLK ST,Pesce Seafood Bar,37.797249, -122.422300,SIDEWALK,1,2
94 29TH ST,New Mission Acupuncture,37.744171, -122.422276,SIDEWALK,1,2
78 29TH ST,Cafe Seventy8,37.744171, -122.422276,SIDEWALK,1,2
3100 16TH ST,Val 16 Market,37.76513944, -122.42223293,SIDEWALK,2,4
1115 GEARY BLVD,residential,37.785378, -122.422191,SIDEWALK,1,2
3398 MISSION ST,Walgreens,37.742562, -122.422191,SIDEWALK,1,2
3350 MISSION ST,Safeway,37.743213, -122.422190,SIDEWALK,1,2
2141 POLK ST,Street Restaurant,37.796487, -122.422173,SIDEWALK,1,2
177 VALENCIA ST,Chase Bank,37.770271, -122.422163,SIDEWALK,2,4
510 VALENCIA ST,Five & Diamond,37.764664, -122.422160,SIDEWALK,1,2
508 VALENCIA ST,Mariachi's Taqueria (CLOSED),37.764664, -122.422160,SIDEWALK,1,2
518 VALENCIA ST,Abandoned Planet bookstore (out of business),37.764497, -122.422144,SIDEWALK,1,2
524 VALENCIA ST,Limon Rotisserie,37.764415, -122.422136,SIDEWALK,1,2
530 VALENCIA ST,Thai House 530,37.764333, -122.422128,SIDEWALK,1,2
546 VALENCIA ST,Puero Alegre restaurant,37.764138, -122.422109,SIDEWALK,7,14
199 VALENCIA ST,Zeitgeist,37.770028, -122.422098,SIDEWALK,8,16
80 29TH ST,Rock Bar,37.744141, -122.422072,SIDEWALK,1,2
210 FELL ST,,37.776304, -122.422068,SIDEWALK,1,2
261 FELL ST,Advent of Christ the King,37.775781, -122.422067,SIDEWALK,1,2
78 GOUGH ST,Department Seventeen,37.773435, -122.422066,SIDEWALK,1,2
1686 MARKET ST,Espetus Churrascaria Brazilian Steak House,37.773435, -122.422066,SIDEWALK,2,4
66 GOUGH ST,Fecal Face Dot Gallery (closed),37.773428, -122.422063,SIDEWALK,1,2
151 VALENCIA ST,San Francisco Computer Repair,37.77115203, -122.42205937,SIDEWALK,1,2
584 VALENCIA ST,Wo Hing General Store,37.763612, -122.422059,SIDEWALK,1,2
207 VALENCIA ST,,37.769620, -122.422059,SIDEWALK,1,2
598 VALENCIA ST,El Toro Taqueria,37.763448, -122.422043,SIDEWALK,1,2
594 VALENCIA ST,residential,37.763448, -122.422043,SIDEWALK,1,2
225 VALENCIA ST,SF Independent Living Skills Program,37.769442, -122.422042,SIDEWALK,1,2
630 VALENCIA ST,SFPD Mission Station,37.762848, -122.422005,SIDEWALK,6,12
1640 VAN NESS AVE,,37.791006, -122.421999,SIDEWALK,1,2
1695 MARKET ST,Delessio Market & Bakery,37.772551, -122.421932,SIDEWALK,2,4
696 VALENCIA ST,F.S.C Barber,37.761813, -122.421906,SIDEWALK,2,4
696 VALENCIA ST,Amore Animal Supply,37.761813, -122.421906,SIDEWALK,1,2
2001 POLK ST,Cheese Plus,37.795230, -122.421832,SIDEWALK,2,4
746 VALENCIA ST,Outfit Generic,37.760957, -122.421824,SIDEWALK,1,2
2254 POLK ST,Cole Hardware,37.797497, -122.421808,SIDEWALK,1,2
2254 POLK ST,Cole Hardware,37.797497, -122.421808,SIDEWALK,1,2
2222 POLK ST,Polk & Green Produce Market,37.797497, -122.421808,SIDEWALK,1,2
766 VALENCIA ST,Mission Bicycle Company,37.760649, -122.421795,SIDEWALK,5,10
762 VALENCIA ST,Cha-Ya restaurant,37.760753, -122.421787,SIDEWALK,1,2
375 VALENCIA ST,Four Barrel Coffee,37.767017, -122.421772,SIDEWALK,4,8
395 VALENCIA ST,Nooworks,37.76681106, -122.42175253,SIDEWALK,1,2
1686 15TH ST,Bridges Architecture,37.76681106, -122.42175253,SIDEWALK,1,2
2208 POLK ST,Les Cent Culottes?,37.797161, -122.421736,SIDEWALK,1,2
405 VALENCIA ST,Hotel Royan,37.766409, -122.421714,SIDEWALK,1,2
401 VALENCIA ST,Pica Pica Maize Kitchen,37.766409, -122.421714,SIDEWALK,1,2
333 VALENCIA ST,The Fog Building,37.767685, -122.421690,SIDEWALK,1,2
333 VALENCIA ST,The Fog Building,37.76768496, -122.42169002,SIDEWALK,1,2
826 VALENCIA ST,,37.759550, -122.421689,SIDEWALK,1,2
1825 POLK ST,High Trails Cyclery,37.793836, -122.421649,SIDEWALK,2,4
1841 POLK ST,Radio Shack,37.793836, -122.421649,SIDEWALK,1,2
2164 POLK ST,Crave,37.796791, -122.421644,SIDEWALK,1,2
455 VALENCIA ST,Studio Valencia,37.765650, -122.421641,SIDEWALK,1,2
455 VALENCIA ST,Samasource,37.765650, -122.421641,SIDEWALK,1,2
866 VALENCIA ST,Peets Coffee Shop,37.758982, -122.421635,SIDEWALK,1,2
1658 MARKET ST,Zuni Caf̩,37.77359976, -122.42160815,SIDEWALK,3,6
1658 MARKET ST,Zuni Caf̩,37.77359976, -122.42160815,SIDEWALK,2,4
3602 20TH ST,Ruby,37.75870599, -122.42160813,SIDEWALK,1,2
3080 16TH ST,Forest Books,37.765176, -122.421596,SIDEWALK,1,2
40 PAGE ST,"Pilates on Page, Pop!",37.774451, -122.421596,SIDEWALK,1,2
231 FRANKLIN ST,nojo restaurant,37.776796, -122.421586,SIDEWALK,2,4
1813 POLK ST,Maneframe,37.793576, -122.421585,SIDEWALK,1,2
1414 VAN NESS AVE,,37.788846, -122.421555,SIDEWALK,1,2
155 APPLETON AVE,Juinipero Serra Annex CC,37.738777, -122.421528,SIDEWALK,1,2
900 VALENCIA ST,Dog Eared Books,37.75825474, -122.42152025,SIDEWALK,1,2
914 VALENCIA ST,Freewheel,37.758252, -122.421519,PARKING_LANE,6,12
2120 POLK ST,Walgreens,37.796372, -122.421510,SIDEWALK,1,2
815 EDDY ST,Electronic Frontier Foundation,37.782545, -122.421505,SIDEWALK,2,4
559 VALENCIA ST,Curtis Hotel,37.764010, -122.421505,SIDEWALK,6,12
2040 POLK ST,Molte Cose,37.795678, -122.421498,SIDEWALK,1,2
938 VALENCIA ST,,37.757914, -122.421498,SIDEWALK,1,2
33 GOUGH ST,San Francisco Community College Distric,37.772055, -122.421271,SIDEWALK,1,2
1900 POLK ST,Bell Tower,37.794339, -122.421240,SIDEWALK,1,2
1100 VALENCIA ST,Lucca Raviola,37.755171, -122.421210,SIDEWALK,1,2
1128 VALENCIA ST,Apt/Unknown,37.754682, -122.421200,SIDEWALK,1,2
1132 VALENCIA ST,,37.754682, -122.421200,SIDEWALK,1,2
1152 VALENCIA ST,B^3 Artisan Wine Burgers,37.754467, -122.421195,SIDEWALK,1,2
1285 SUTTER ST,multiple,37.787353, -122.421189,SIDEWALK,2,4
1285 SUTTER ST,multiple,37.787353, -122.421189,SIDEWALK,2,4
777 VALENCIA ST,multiple,37.760565, -122.421188,SIDEWALK,9,18
2055 SUNNYDALE AVE,John McLaren CDC (PreK & SA),37.712404, -122.421173,SIDEWALK,1,2
3491 19TH ST,Valencia Eyewear,37.759948, -122.421129,SIDEWALK,1,2
803 VALENCIA ST,Art Mart Store,37.759948, -122.421129,SIDEWALK,1,2
1605 POLK ST,Royal Grounds Coffee,37.791658, -122.421120,SIDEWALK,1,2
4 BRADY ST,Louie Hair Salon,37.773213, -122.421117,SIDEWALK,1,2
1651 MARKET ST,,37.773213, -122.421117,SIDEWALK,1,2
819 VALENCIA ST,,37.759764, -122.421111,SIDEWALK,1,2
3071 16TH ST,Pancho Villa Tacqueria,37.764696, -122.421082,SIDEWALK,1,2
3409 23RD ST,Quetzalcoatz Tattoo,37.753485, -122.421073,SIDEWALK,1,2
853 VALENCIA ST,Amnesia,37.759319, -122.421068,SIDEWALK,2,4
1541 POLK ST,,37.791083, -122.421055,SIDEWALK,1,2
1234 VALENCIA ST,Yoga Tree,37.753105, -122.421046,PARKING_LANE,5,10
1218 VALENCIA ST,Cut Loose,37.753346, -122.421041,SIDEWALK,1,2
3388 17TH ST,Core Pilates,37.763577, -122.421036,SIDEWALK,1,2
1270 VALENCIA ST,Heart Wine Bar / Arizmendi,37.752546, -122.421014,PARKING_LANE,6,12
1515 POLK ST,Nara Sushi,37.790828, -122.420969,SIDEWALK,1,2
44 GOUGH ST,multiple,37.772712, -122.420966,SIDEWALK,1,2
901 VALENCIA ST,La Rondalla Restaurant,37.758351, -122.420958,SIDEWALK,1,2
3409 24TH ST,Papalote Mexican Grill,37.751940, -122.420943,SIDEWALK,1,2
3409 24TH ST,Papalote,37.751940, -122.420943,SIDEWALK,1,2
3409 24TH ST,Papalote,37.751940, -122.420943,SIDEWALK,1,2
3409 24TH ST,Papalote's Restaurant,37.751940, -122.420943,SIDEWALK,1,2
1304 VALENCIA ST,Muddy Waters coffee shop,37.751851, -122.420935,SIDEWALK,1,2
1760 POLK ST,La Parilla Grill Restaurant,37.793124, -122.420907,SIDEWALK,1,2
955 VALENCIA ST,,37.757654, -122.420892,SIDEWALK,1,2
3555 CESAR CHAVEZ ST,St Lukes Hospital Main entrance,37.747165, -122.420882,SIDEWALK,1,2
1360 VALENCIA ST,Painted Bird - Clothing,37.751054, -122.420858,SIDEWALK,1,2
985 VALENCIA ST,Dosa,37.757224, -122.420850,PARKING_LANE,6,12
985 VALENCIA ST,,37.757224, -122.420850,SIDEWALK,1,2
999 VALENCIA ST,Valencia Whole Foods,37.75708270, -122.42083810,SIDEWALK,1,2
1380 VALENCIA ST,Apt/Unknown,37.750802, -122.420834,SIDEWALK,1,2
1398 VALENCIA ST,Women's Initiative for Self Employment,37.750649, -122.420820,SIDEWALK,1,2
3285 21ST ST,Jay's Cheesesteak?,37.756798, -122.420810,SIDEWALK,1,2
3464 19TH ST,Lexington Club,37.76034427, -122.42079980,SIDEWALK,1,2
1732 POLK ST,Le Petit Marchet,37.792902, -122.420796,SIDEWALK,1,2
3250 MISSION ST,Bank of America,37.744873, -122.420795,SIDEWALK,1,2
1406 VALENCIA ST,Green Chiropractic Clinic,37.750312, -122.420787,SIDEWALK,1,2
1243 SUTTER ST,Natural Mattress Store,37.787406, -122.420769,SIDEWALK,1,2
1517 PINE ST,,37.789395, -122.420757,SIDEWALK,1,2
1432 VALENCIA ST,Pi Bar,37.749908, -122.420748,SIDEWALK,1,2
1432 VALENCIA ST,Pi Bar,37.749908, -122.420748,PARKING_LANE,5,10
1452 VALENCIA ST,EHS Pilates,37.749612, -122.420720,PARKING_LANE,2,4
1452 VALENCIA ST,EHS Pilates,37.749612, -122.420720,SIDEWALK,1,2
1452 VALENCIA ST,EHS Pilates,37.749612, -122.420720,SIDEWALK,1,2
42 HOFF ST,16th & Hoff Garage,37.764367, -122.420709,GARAGE,3,6
3338 17TH ST,condos,37.763598, -122.420699,SIDEWALK,1,2
1099 VALENCIA ST,Boogaloos,37.75548474, -122.42068142,PARKING_LANE,6,12
3286 22ND ST,Latin American Club,37.75548474, -122.42068142,SIDEWALK,1,2
1055 VALENCIA ST,,37.756092, -122.420681,SIDEWALK,1,2
1630 POLK ST,True Value Hardware,37.792031, -122.420680,SIDEWALK,1,2
3042 16TH ST,Mission Hiring Hall,37.765232, -122.420676,SIDEWALK,2,4
1069 VALENCIA ST,The Lotus Center,37.755855, -122.420669,SIDEWALK,1,2
1498 VALENCIA ST,Dovre Club,37.74902617, -122.42066401,SIDEWALK,1,2
1331 POLK ST,Chai Yo Thai Restaurant,37.789246, -122.420653,SIDEWALK,1,2
3295 22ND ST,Esperpento Restaurant?,37.755158, -122.420653,SIDEWALK,1,2
1109 VALENCIA ST,,37.755158, -122.420653,SIDEWALK,1,2
3458 18TH ST,The Mission Statement,37.761966, -122.420620,SIDEWALK,1,2
1620 POLK ST,Good Vibrations,37.791912, -122.420596,SIDEWALK,1,2
3309 MISSION ST,Bad Joes Body Shop,37.743917, -122.420592,SIDEWALK,2,4
1580 VALENCIA ST,,37.747560, -122.420576,SIDEWALK,1,2
65 TIFFANY AVE,residential,37.745701, -122.420554,SIDEWALK,1,2
1199 VALENCIA ST,Beretta,37.753848, -122.420553,SIDEWALK,1,2
1592 MARKET ST,Market Street Cycles,37.774578, -122.420535,SIDEWALK,2,4
1596 MARKET ST,Cupboard Pastry,37.774578, -122.420535,SIDEWALK,3,6
20 FRANKLIN ST,,37.774578, -122.420535,SIDEWALK,1,2
3274 21ST ST,Serrano's Pizza & Pasta,37.757142, -122.420517,SIDEWALK,1,2
3266 21ST ST,Gravel & Gold,37.757142, -122.420517,SIDEWALK,1,2
155 FELL ST,Rickshaw Shop,37.775985, -122.420460,SIDEWALK,1,2
155 FELL ST,Rickshaw Shop,37.775985, -122.420460,SIDEWALK,1,2
3218 MISSION ST,Blue Plate,37.745275, -122.420435,SIDEWALK,1,2
3032 16TH ST,La Loma Produce,37.765255, -122.420415,SIDEWALK,2,4
1299 VALENCIA ST,Valencia Farmer's Market,37.75224685, -122.42037430,PARKING_LANE,4,8
3388 24TH ST,Phat Philly,37.752247, -122.420374,SIDEWALK,1,2
1498 POLK ST,Out of the Closet,37.790439, -122.420368,SIDEWALK,1,2
3202 MISSION ST,Royal Cuckoo,37.74539687, -122.42035593,SIDEWALK,1,2
790 VAN NESS AVE,Cafe Sapore,37.782695, -122.420340,SIDEWALK,1,2
1776 MISSION ST,Mr. Scooter,37.768682, -122.420335,SIDEWALK,1,2
1650 VALENCIA ST,medical building,37.746157, -122.420328,SIDEWALK,1,2
1125 VALENCIA ST,CCSF Mission Campus,37.754847, -122.420304,SIDEWALK,1,2
1436 POLK ST,Polk Street Boxing Gym,37.790266, -122.420299,SIDEWALK,1,2
1436 POLK ST,Polk Street Boxing Gym,37.790266, -122.420299,SIDEWALK,1,2
3030 16TH ST,Arman One Dollar Only,37.765372, -122.420295,SIDEWALK,1,2
50 OAK ST,SF Conservatory of Music,37.775569, -122.420277,SIDEWALK,3,6
3255 21ST ST,Mission Bartlett Garage,37.756164, -122.420259,GARAGE,9,18
1355 VALENCIA ST,Murphy Investments Property Management,37.751292, -122.420235,SIDEWALK,1,2
1365 VALENCIA ST,Dutailier,37.751155, -122.420222,SIDEWALK,1,2
3269 MISSION ST,SF Federal Credit Union,37.744415, -122.420222,SIDEWALK,2,4
1334 POLK ST,Polk Street Produce,37.789322, -122.420203,SIDEWALK,1,2
1387 VALENCIA ST,Synergy School,37.75087429, -122.42019976,SIDEWALK,2,4
1387 VALENCIA ST,Synergy School,37.75087429, -122.42019976,SIDEWALK,1,2
3380 24TH ST,Michelle's Hair Salon,37.752328, -122.420179,SIDEWALK,1,2
3324 17TH ST,Saraha Kadampa Buddhist Center,37.763602, -122.420176,SIDEWALK,1,2
748 VAN NESS AVE,Philz Coffee,37.782379, -122.420163,SIDEWALK,2,4
1415 VALENCIA ST,Speesees,37.750206, -122.420131,SIDEWALK,1,2
1417 VALENCIA ST,,37.750206, -122.420131,SIDEWALK,1,2
1572 CALIFORNIA ST,Lumiere Theatre,37.790961, -122.420113,SIDEWALK,1,2
1312 POLK ST,,37.788970, -122.420098,SIDEWALK,1,2
750 EDDY ST,,37.783255, -122.420049,SIDEWALK,1,2
750 EDDY ST,CCSF Alemany Campus,37.783255, -122.420049,SIDEWALK,2,4
1000 VAN NESS AVE,AMC Theater,37.785172, -122.420018,SIDEWALK,2,4
201 VAN NESS AVE,Davies Symphony Hall,37.777441, -122.419994,SIDEWALK,2,4
201 VAN NESS AVE,Davies Symphony Hall,37.777441, -122.419994,SIDEWALK,1,2
1234 POLK ST,Quetzal,37.78846836, -122.41998809,SIDEWALK,1,2
1399 BUSH ST,Polk Bush Garage,37.788468, -122.419988,GARAGE,2,4
3420 18TH ST,All Muffler Auto Service,37.762004, -122.419986,SIDEWALK,1,2
1509 VALENCIA ST,Salvation Army,37.748724, -122.419976,SIDEWALK,1,2
540 VAN NESS AVE,US Bank,37.780832, -122.419943,SIDEWALK,1,2
590 VAN NESS AVE,Chevy's,37.780832, -122.419943,SIDEWALK,1,2
770 NORTH POINT ST,Patagonia,37.806013, -122.419913,SIDEWALK,2,4
512 VAN NESS AVE,Corinthian Court Apartments,37.780405, -122.419905,SIDEWALK,2,4
2086 MISSION ST,Mission Adult Superstore,37.763744, -122.419863,SIDEWALK,1,2
22 OAK ST,vacant,37.77563611, -122.41986139,SIDEWALK,3,6
77 VAN NESS AVE,Subway / Camilo Riano D.D.S. / UPS Store,37.776063, -122.419850,SIDEWALK,1,2
3431 19TH ST,Hog & Rocks,37.760033, -122.419844,SIDEWALK,2,4
3188 MISSION ST,Caffeinated Comics,37.746164, -122.419833,SIDEWALK,1,2
3221 MISSION ST,Dusit Thai,37.745082, -122.419787,SIDEWALK,1,2
3223 MISSION ST,The Knockout,37.745082, -122.419787,SIDEWALK,1,2
3211 MISSION ST,Taqueria Can Cun,37.745270, -122.419776,SIDEWALK,1,2
2200 MISSION ST,Duc Loi Supermarket,37.761606, -122.419761,SIDEWALK,2,4
627 TURK ST,Tenderloin Elementary School,37.781813, -122.419744,SIDEWALK,3,6
2140 MISSION ST,"Sycamore, The",37.762785, -122.419734,SIDEWALK,2,4
1124 POLK ST,Let it Bleed Tattoo,37.787111, -122.419719,SIDEWALK,1,2
1173 SUTTER ST,The Popular Workshop,37.787540, -122.419711,SIDEWALK,1,2
400 VAN NESS AVE,City Hall bike messenger entrance,37.779214, -122.419669,SIDEWALK,4,8
3520 20TH ST,Her Majesty's Secret Beekeeper,37.758837, -122.419665,SIDEWALK,1,2
3520 20TH ST,Comics and Art Businesses,37.758837, -122.419665,SIDEWALK,2,4
32 OTIS ST,City Ballet School,37.772801, -122.419574,SIDEWALK,2,4
3242 22ND ST,Escape from New York Pizza,37.755527, -122.419552,PARKING_LANE,6,12
3242 22ND ST,Escape from New York Pizza,37.755527, -122.419552,SIDEWALK,2,4
3234 22ND ST,Lolo,37.755527, -122.419552,SIDEWALK,2,4
3160 MISSION ST,Atlas Motors,37.746674, -122.419544,SIDEWALK,2,4
1909 MISSION ST,4505 Meats,37.766473, -122.419527,SIDEWALK,1,2
3239 22ND ST,Cava 22,37.75519153, -122.41952097,SIDEWALK,1,2
2288 MISSION ST,Taqueria Cancun,37.760471, -122.419513,SIDEWALK,1,2
2288 MISSION ST,Taqueria Cancun,37.760471, -122.419513,SIDEWALK,1,2
3158 MISSION ST,El Rio,37.746817, -122.419467,SIDEWALK,1,2
2330 MISSION ST,Mission Thrift,37.759729, -122.419460,SIDEWALK,2,4
3120 MISSION ST,Career Link Center,37.747648, -122.419449,SIDEWALK,2,4
1933 MISSION ST,MediThrive,37.766272, -122.419434,SIDEWALK,1,2
3344 24TH ST,Campfire Art Gallery,37.75234202, -122.41942751,SIDEWALK,2,4
1077 POST ST,Grass Roots,37.786630, -122.419413,SIDEWALK,1,2
2366 MISSION ST,Siegel's Clothing Superstore,37.759222, -122.419412,SIDEWALK,1,2
2482 MISSION ST,multiple,37.75744036, -122.41937768,SIDEWALK,1,2
2390 MISSION ST,Bikram Yoga,37.758770, -122.419369,SIDEWALK,1,2
2390 MISSION ST,Mission Yoga,37.758770, -122.419369,SIDEWALK,1,2
214 VAN NESS AVE,,37.777692, -122.419356,SIDEWALK,1,2
3505 20TH ST,Mission Economic Development Association,37.758460, -122.419335,SIDEWALK,2,4
2534 MISSION ST,Foreign Cinema,37.756388, -122.419261,SIDEWALK,1,2
2534 MISSION ST,Foreign Cinema,37.756388, -122.419261,SIDEWALK,1,2
1421 PINE ST,Redding (SA) CDC,37.789521, -122.419254,SIDEWALK,1,2
1415 LARKIN ST,Contraband Coffee Bar,37.790993, -122.419254,SIDEWALK,1,2
161 ERIE ST,Public Works,37.768875, -122.419248,SIDEWALK,3,6
525 GOLDEN GATE AVE,SFPUC,37.780929, -122.419174,SIDEWALK,1,2
1695 MISSION ST,Discount Builders Supply,37.770494, -122.419124,SIDEWALK,1,2
3329 24TH ST,La Mejor Bakery,37.751967, -122.419119,SIDEWALK,1,2
2023 MISSION ST,Mission Plaza,37.764429, -122.419104,SIDEWALK,1,2
2141 MISSION ST,Meyer Boswellk Books Inc.,37.762686, -122.419086,SIDEWALK,1,2
2973 16TH ST,Yoga to the People,37.764849, -122.419029,PARKING_LANE,4,8
710 POLK ST,Thai Idea Vegetarian,37.783387, -122.419016,SIDEWALK,1,2
400 MCALLISTER ST,Superior Court House,37.780519, -122.419014,SIDEWALK,3,6
400 MCALLISTER ST,Superior Court House,37.780519, -122.419014,SIDEWALK,7,14
2101 MISSION ST,Thrift Town,37.763175, -122.419010,SIDEWALK,1,2
2101 MISSION ST,Thrift Town,37.763175, -122.419010,SIDEWALK,1,2
730 POLK ST,Asian & Pacific Islander Wellness Center,37.783819, -122.419007,SIDEWALK,1,2
2211 MISSION ST,Gracias Madre,37.761549, -122.418976,PARKING_LANE,5,10
2690 MISSION ST,Walgreens,37.754029, -122.418974,SIDEWALK,1,2
2690 MISSION ST,Walgreens,37.754029, -122.418974,SIDEWALK,2,4
950 GEARY ST,Edinburgh Castle Pub,37.786253, -122.418961,SIDEWALK,1,2
3388 19TH ST,Little Baobab,37.760381, -122.418938,SIDEWALK,1,2
2263 MISSION ST,The Dark Room Theater,37.760878, -122.418912,SIDEWALK,1,2
160 CAPP ST,Native American Health Center,37.764039, -122.418881,SIDEWALK,2,4
235 CORTLAND AVE,Avedano's Meats,37.739645, -122.418871,SIDEWALK,1,2
2961 16TH ST,Victoria Theater,37.764859, -122.418865,SIDEWALK,1,2
2961 16TH ST,Victoria Theater,37.764859, -122.418865,SIDEWALK,1,2
1451 JACKSON ST,Spring Valley (SA) CDC,37.794006, -122.418819,SIDEWALK,1,2
1 DR CARLTON B GOODLETT PL,City Hall,37.779324, -122.418817,SIDEWALK,2,4
1 DR CARLTON B GOODLETT PL,City Hall,37.779324, -122.418817,SIDEWALK,2,4
2323 MISSION ST,Cha Cha Cha,37.759864, -122.418815,SIDEWALK,1,2
50 FELL ST,,37.776719, -122.418811,SIDEWALK,1,2
3316 24TH ST,Dance Mission Theatre,37.752399, -122.418804,SIDEWALK,1,2
2798 MISSION ST,China Express,37.752399, -122.418804,SIDEWALK,1,2
3318 24TH ST,Cafe La Boheme,37.752399, -122.418804,SIDEWALK,1,2
3149 MISSION ST,Baby Blues BBQ,37.746873, -122.418784,SIDEWALK,2,4
937 GEARY ST,Amsterdam Cafe,37.785756, -122.418776,SIDEWALK,1,2
937 GEARY ST,Amsterdam Cafe,37.785756, -122.418776,SIDEWALK,1,2
250 14TH ST,San Francisco Herb Co,37.768639, -122.418765,SIDEWALK,1,2
2832 MISSION ST,Rosamunde Sausage Catering,37.751518, -122.418755,SIDEWALK,1,2
3400 CESAR CHAVEZ ST,Walgreens,37.748497, -122.418662,SIDEWALK,3,6
3032 MISSION ST,Mermaid Tattoo Salon,37.748497, -122.418662,SIDEWALK,1,2
3139 MISSION ST,CoffeeShop,37.746998, -122.418653,SIDEWALK,1,2
101 GROVE ST,Department of Public Health,37.778128, -122.418652,SIDEWALK,2,4
101 GROVE ST,DPH,37.778128, -122.418652,SIDEWALK,1,2
101 GROVE ST,San Francisco Department of Public Health,37.778128, -122.418652,SIDEWALK,1,2
2886 MISSION ST,Nueva Libreria Mexico,37.750796, -122.418649,SIDEWALK,1,2
233 14TH ST,Om Shan Tea,37.768155, -122.418647,SIDEWALK,1,2
2435 MISSION ST,office building,37.758062, -122.418642,SIDEWALK,1,2
935 GEARY ST,The President,37.785773, -122.418639,SIDEWALK,1,2
3190 21ST ST,Jujanelly Flower Shop,37.757258, -122.418605,SIDEWALK,1,2
